!omamer-version: 2.1.0
!query-md5: b1022a2eef4c4ef7c94a073929431510
!date-run: 2025-08-14T14:31:03.907264
!db-path: omamer_databases/Saccharomyceta.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: saccharomyceta
!db-info-database_hash: cff59319f81d8a72e30d5c49daa09a9a
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A7EJ47|A7EJ47_SCLS1	HOG:E0441429	Sclerotiniaceae	1790.5658793406049	174	1.0	0.9999991411021683	174	180	186	1.0
tr|A7EJ48|A7EJ48_SCLS1	HOG:E1028372.1b.30a	sordariomyceta	3266.155685688382	453	1.0	0.9999941757949952	127	459	458	1.0
tr|A7EJ49|A7EJ49_SCLS1	HOG:E0477828	saccharomyceta	5287.0390052215125	1035	1.0	0.999777031376754	1035	1041	1046	1.0
sp|A7EJ50|RRG9_SCLS1	HOG:E0442246	Helotiales	3527.572737449346	361	1.0	0.9999976145209856	361	367	392	1.0
tr|A7EJ51|A7EJ51_SCLS1	HOG:E0802129.1b.2a.2a.1a	sordariomyceta	3073.144816636124	454	1.0	0.999995511161697	313	460	470	1.0
tr|A7EJ52|A7EJ52_SCLS1	HOG:E0831185.1c	saccharomyceta	1624.6504605029177	252	1.0	0.9999582556845809	252	258	273	1.0
tr|A7EJ53|A7EJ53_SCLS1	HOG:E0793176.1a	saccharomyceta	2281.6420243414013	330	1.0	0.9999489958882491	330	336	336	1.0
tr|A7EJ54|A7EJ54_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57	N/A	N/A
tr|A7EJ55|A7EJ55_SCLS1	HOG:E0482038	saccharomyceta	451.7405716444318	103	0.4776497208572494	0.4789325067912954	103	221	802	0.9409090909090909
tr|A7EJ56|A7EJ56_SCLS1	HOG:E0482038	saccharomyceta	792.8603302492809	166	0.613764806824342	0.6146775541642497	166	276	802	0.9381818181818182
tr|A7EJ57|A7EJ57_SCLS1	HOG:E0792936.4d.6a.2b.4b	Pezizomycotina	1319.2937950916585	202	0.9618598703606202	0.9466291666857881	142	216	669	0.9627906976744186
tr|A7EJ58|A7EJ58_SCLS1	HOG:E0792936.4d.6a.2b.4b	Pezizomycotina	4467.406774100944	664	1.0	0.9999625000191215	354	670	669	1.0
tr|A7EJ59|A7EJ59_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	101	N/A	N/A
tr|A7EJ60|A7EJ60_SCLS1	HOG:E0831343	saccharomyceta	925.234751944695	106	1.0	0.9999937808273792	106	112	126	1.0
tr|A7EJ61|A7EJ61_SCLS1	HOG:E0802204.3a.3b	saccharomyceta	2965.929733502008	484	1.0	0.9999134707454508	484	490	490	1.0
tr|A7EJ62|A7EJ62_SCLS1	HOG:E0792958.5o.28a	leotiomyceta	2071.564979741465	310	1.0	0.999967897909874	242	316	312	1.0
tr|A7EJ63|A7EJ63_SCLS1	HOG:E0441430	Sclerotiniaceae	2028.1412507070415	206	1.0	0.999998912271724	206	212	192	1.0
tr|A7EJ64|A7EJ64_SCLS1	HOG:E0441431	Sclerotiniaceae	5459.816844390328	554	1.0	0.9999968935483533	554	560	571	1.0
tr|A7EJ65|A7EJ65_SCLS1	HOG:E0802013.7b.10d	saccharomyceta	1540.1320653967614	237	1.0	0.9999518954520971	237	243	243	1.0
tr|A7EJ66|A7EJ66_SCLS1	HOG:E0441434	Sclerotiniaceae	3737.3606075125226	388	1.0	0.9999977085608942	388	394	382	1.0
tr|A7EJ67|A7EJ67_SCLS1	HOG:E0441433	Sclerotiniaceae	9504.474295607382	1078	1.0	0.9999927526577119	1078	1084	1186	1.0
tr|A7EJ68|A7EJ68_SCLS1	HOG:E0477634	saccharomyceta	3302.2225842100192	546	1.0	0.9999362252686639	546	555	566	1.0
tr|A7EJ69|A7EJ69_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	117	N/A	N/A
tr|A7EJ70|A7EJ70_SCLS1	HOG:E0441432	Sclerotiniaceae	3293.537312190766	326	1.0	0.9999982477230368	326	332	316	1.0
tr|A7EJ71|A7EJ71_SCLS1	HOG:E1027834.3b	saccharomyceta	6196.659529420165	1028	1.0	0.9998740523504372	1028	1034	1035	1.0
tr|A7EJ72|A7EJ72_SCLS1	HOG:E0802530.5b	saccharomyceta	1456.40994889809	220	1.0	0.9999589609838953	220	226	226	1.0
tr|A7EJ73|A7EJ73_SCLS1	HOG:E0801586.8b	saccharomyceta	1525.0788564356224	213	1.0	0.9999704620647146	213	219	255	1.0
tr|A7EJ74|A7EJ74_SCLS1	HOG:E0477619	saccharomyceta	4206.320120376482	767	1.0	0.9998664758684692	767	773	828	1.0
tr|A7EJ75|A7EJ75_SCLS1	HOG:E0793459.2ag	saccharomyceta	1424.9730850759329	259	0.32417698452360033	0.2543742099237081	203	804	815	0.9601494396014943
tr|A7EJ76|A7EJ76_SCLS1	HOG:E0467039	leotiomyceta	3604.858227958923	603	1.0	0.999920617778503	603	610	567	1.0
tr|A7EJ77|A7EJ77_SCLS1	HOG:E0801563.10cq.237a	leotiomyceta	3412.9978558727516	539	1.0	0.9999454286410503	463	545	526	1.0
tr|A7EJ78|A7EJ78_SCLS1	HOG:E0474547.1b	leotiomyceta	4810.109988517689	920	1.0	0.9998602849078209	887	926	1062	1.0
tr|A7EJ79|A7EJ79_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	138	N/A	N/A
tr|A7EJ80|A7EJ80_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	93	N/A	N/A
tr|A7EJ81|A7EJ81_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	79	N/A	N/A
tr|A7EJ82|A7EJ82_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	68	N/A	N/A
tr|A7EJ83|A7EJ83_SCLS1	HOG:E0468871	leotiomyceta	1657.5051898846089	198	1.0	0.9999913828097103	198	204	206	1.0
tr|A7EJ84|A7EJ84_SCLS1	HOG:E0477000	saccharomyceta	2804.5777427558323	455	1.0	0.9999134895534325	455	461	476	1.0
tr|A7EJ85|A7EJ85_SCLS1	HOG:E0466648.3b	sordariomyceta	1830.8352451759342	255	1.0	0.9999921006476792	186	261	258	1.0
tr|A7EJ86|A7EJ86_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	62	N/A	N/A
tr|A7EJ87|A7EJ87_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	48	N/A	N/A
tr|A7EJ88|A7EJ88_SCLS1	HOG:E0481170.1b	saccharomyceta	77.28599249565086	16	0.3716087550215816	0.3720541158109703	16	49	321	0.625
tr|A7EJ89|A7EJ89_SCLS1	HOG:E0441435	Sclerotiniaceae	2715.2187604117166	251	1.0	0.999999028254278	251	257	210	1.0
tr|A7EJ90|A7EJ90_SCLS1	HOG:E0802340.4a	saccharomyceta	969.2996425601867	101	1.0	0.9999952635232712	101	107	106	1.0
tr|A7EJ91|A7EJ91_SCLS1	HOG:E0802109.9hx.890c.1054a	sordariomyceta	3428.5094034747244	566	1.0	0.9999549204024898	463	572	646	1.0
tr|A7EJ92|A7EJ92_SCLS1	HOG:E0475296	Pezizomycotina	2074.5973236974196	333	1.0	0.9999355889319491	333	339	358	1.0
tr|A7EJ93|A7EJ93_SCLS1	HOG:E0805861.5a	saccharomyceta	1032.9354821697077	126	1.0	0.9999873422283049	126	132	122	1.0
tr|A7EJ94|A7EJ94_SCLS1	HOG:E0474734	Pezizomycotina	1811.3318335139552	298	1.0	0.999907681021746	298	304	480	1.0
tr|A7EJ95|A7EJ95_SCLS1	HOG:E0442388	Leotiomycetes	6536.5852725125515	784	1.0	0.9999911978645567	784	791	628	1.0
tr|A7EJ96|A7EJ96_SCLS1	HOG:E0467662	leotiomyceta	5572.096545584084	856	1.0	0.9999372189570312	856	862	777	1.0
tr|A7EJ97|A7EJ97_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	93	N/A	N/A
tr|A7EJ98|A7EJ98_SCLS1	HOG:E0441672	Sclerotiniaceae	7565.238359092704	805	1.0	0.9999960628624941	805	811	743	1.0
tr|A7EJ99|A7EJ99_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	117	N/A	N/A
tr|A7EJA0|A7EJA0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	59	N/A	N/A
tr|A7EJA1|A7EJA1_SCLS1	HOG:E0475822	Pezizomycotina	45.25612294373863	15	0.03604794404795773	N/A	N/A	418	505	0.6810551558752997
tr|A7EJA2|A7EJA2_SCLS1	HOG:E0476398.2b	sordariomyceta	3297.887114895633	552	1.0	0.9999668666055432	469	558	516	1.0
tr|A7EJA3|A7EJA3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	93	N/A	N/A
tr|A7EJA4|A7EJA4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	54	N/A	N/A
tr|A7EJA5|A7EJA5_SCLS1	HOG:E0476050	Pezizomycotina	1068.7598750366533	130	1.0	0.9999903640440341	130	136	125	1.0
tr|A7EJA6|A7EJA6_SCLS1	HOG:E0441572	Sclerotiniaceae	1318.9797584750688	118	1.0	0.999999357393958	118	124	154	1.0
tr|A7EJA7|A7EJA7_SCLS1	HOG:E0830792.1b.8b	Leotiomycetes	1527.634115682204	227	1.0	0.9999987429998886	211	233	226	1.0
tr|A7EJA8|A7EJA8_SCLS1	HOG:E0441571	Sclerotiniaceae	1657.0350664269972	144	1.0	0.9999992288727496	144	150	131	1.0
tr|A7EJA9|A7EJA9_SCLS1	HOG:E0461988	Sordariomycetes	27.202235965716067	10	0.04075429548337644	N/A	N/A	249	638	0.717741935483871
tr|A7EJB0|A7EJB0_SCLS1	HOG:E0483889.2a.5a	sordariomyceta	3326.2195615909577	465	1.0	0.9999815336966182	386	471	413	1.0
tr|A7EJB1|A7EJB1_SCLS1	HOG:E0479201	saccharomyceta	4111.740730497911	628	1.0	0.9999649356527537	628	635	720	1.0
tr|A7EJB2|A7EJB2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	31	N/A	N/A
tr|A7EJB3|A7EJB3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53	N/A	N/A
tr|A7EJB4|A7EJB4_SCLS1	HOG:E0805279.4a.12a.29b.25b.16b	sordariomyceta	3284.467995921376	549	1.0	0.9999734274564985	288	555	548	1.0
tr|A7EJB5|A7EJB5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	78	N/A	N/A
tr|A7EJB6|A7EJB6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	160	N/A	N/A
tr|A7EJB7|A7EJB7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	85	N/A	N/A
tr|A7EJB8|A7EJB8_SCLS1	HOG:E0802119.2a.2a	saccharomyceta	2136.180494778726	339	1.0	0.9999445227232643	339	345	357	1.0
tr|A7EJB9|A7EJB9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	42	N/A	N/A
tr|A7EJC0|A7EJC0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57	N/A	N/A
tr|A7EJC1|A7EJC1_SCLS1	HOG:E0476346.1a	sordariomyceta	4059.35282168079	650	1.0	0.9999644215679202	448	656	864	1.0
tr|A7EJC2|A7EJC2_SCLS1	HOG:E0832208	saccharomyceta	2818.687168134771	475	1.0	0.999902022953913	475	481	507	1.0
tr|A7EJC3|A7EJC3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	55	N/A	N/A
tr|A7EJC4|A7EJC4_SCLS1	HOG:E0441574	Sclerotiniaceae	1840.7070465468319	195	1.0	0.9999991787181318	195	201	203	1.0
tr|A7EJC5|A7EJC5_SCLS1	HOG:E0802798	saccharomyceta	714.7534809588901	87	1.0	0.9999883453206632	87	93	94	1.0
tr|A7EJC6|A7EJC6_SCLS1	HOG:E0802163.7c.24d.32a	sordariomyceta	1169.4842336039944	163	1.0	0.999999109755532	67	169	167	1.0
tr|A7EJC7|A7EJC7_SCLS1	HOG:E1029186	saccharomyceta	1257.8219796647834	149	1.0	0.9999856244326416	149	155	154	1.0
tr|A7EJC8|A7EJC8_SCLS1	HOG:E0832051.1b.2b	leotiomyceta	2568.983265433983	395	1.0	0.9999547291880091	367	404	449	1.0
tr|A7EJC9|A7EJC9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	158	N/A	N/A
tr|A7EJD0|A7EJD0_SCLS1	HOG:E0441573	Sclerotiniaceae	2536.0736220873246	233	1.0	0.9999989937729782	233	239	224	1.0
tr|A7EJD1|A7EJD1_SCLS1	HOG:E1036050.1c.3a.8c.4a	sordariomyceta	2273.7388585973154	324	1.0	0.9999925990591947	146	330	329	1.0
tr|A7EJD2|A7EJD2_SCLS1	HOG:E0475075.1b	leotiomyceta	2560.331648720576	427	1.0	0.9999230534121352	389	433	418	1.0
tr|A7EJD3|A7EJD3_SCLS1	HOG:E0442506	Leotiomycetes	4933.63075595777	605	1.0	0.9999883265126815	605	611	633	1.0
tr|A7EJD4|A7EJD4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	127	N/A	N/A
tr|A7EJD5|A7EJD5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	52	N/A	N/A
tr|A7EJD6|A7EJD6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	64	N/A	N/A
tr|A7EJD7|A7EJD7_SCLS1	HOG:E0441055	Sclerotiniaceae	2711.217425776396	255	1.0	0.9999988746557607	255	261	243	1.0
tr|A7EJD8|A7EJD8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	98	N/A	N/A
tr|A7EJD9|A7EJD9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	113	N/A	N/A
tr|A7EJE0|A7EJE0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	286	N/A	N/A
tr|A7EJE1|A7EJE1_SCLS1	HOG:E0475542	Pezizomycotina	3106.164705955916	403	1.0	0.9999685906705339	403	409	409	1.0
tr|A7EJE2|A7EJE2_SCLS1	HOG:E0832232	saccharomyceta	1756.650720137085	246	1.0	0.9999825775396035	246	252	168	1.0
tr|A7EJE3|A7EJE3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51	N/A	N/A
tr|A7EJE4|A7EJE4_SCLS1	HOG:E0464228	sordariomyceta	7040.578740528948	1079	1.0	0.9999383599745887	1079	1095	941	1.0
sp|A7EJE5|CBP4_SCLS1	HOG:E0474720.1b	sordariomyceta	902.5387326195352	120	1.0	0.9999933576477906	86	126	123	1.0
tr|A7EJE6|A7EJE6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	58	N/A	N/A
tr|A7EJE7|A7EJE7_SCLS1	HOG:E0801468.10gps	saccharomyceta	3499.1577518752356	610	1.0	0.9999059820340641	610	616	622	1.0
tr|A7EJE8|A7EJE8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53	N/A	N/A
tr|A7EJE9|A7EJE9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	35	N/A	N/A
tr|A7EJF0|A7EJF0_SCLS1	HOG:E0479221.1a	leotiomyceta	81.55495454592322	21	0.20297647577540825	0.17166748416414104	17	109	275	0.49074074074074076
tr|A7EJF1|A7EJF1_SCLS1	HOG:E0479221.1a.1b	sordariomyceta	171.93767175967525	36	0.3742879344883159	0.18419000367307345	14	102	274	0.9405940594059405
tr|A7EJF2|A7EJF2_SCLS1	HOG:E0801468.10nwj.6660k.5260b	sordariomyceta	2829.0951206467853	408	1.0	0.9999927996776663	101	414	416	1.0
tr|A7EJF3|A7EJF3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	166	N/A	N/A
tr|A7EJF4|A7EJF4_SCLS1	HOG:E1027262.9b.8b.6b.15a	Helotiales	3197.0144304249247	473	1.0	0.9999979467953293	185	479	477	1.0
tr|A7EJF5|A7EJF5_SCLS1	HOG:E0474625	Pezizomycotina	1643.5661912102444	233	1.0	0.9999677192340477	233	239	260	1.0
tr|A7EJF6|A7EJF6_SCLS1	HOG:E0478060.1e.6a	Leotiomycetes	3547.8147024499217	557	1.0	0.999994877959646	326	564	561	1.0
tr|A7EJF8|A7EJF8_SCLS1	HOG:E0469662.3d	Leotiomycetes	1142.8376376906353	131	0.8791825500173304	0.86619661885914	123	155	196	1.0
tr|A7EJF9|A7EJF9_SCLS1	HOG:E0471338	leotiomyceta	2377.290660188301	253	1.0	0.999996087939803	253	259	259	1.0
tr|A7EJG0|A7EJG0_SCLS1	HOG:E0442251	Helotiales	5177.230214934549	561	1.0	0.9999967932391174	561	567	536	1.0
tr|A7EJG1|A7EJG1_SCLS1	HOG:E0469927	leotiomyceta	13271.96090911107	1756	1.0	0.9999776686563756	1756	1762	1711	1.0
tr|A7EJG2|A7EJG2_SCLS1	HOG:E0441570	Sclerotiniaceae	3194.7150601132585	317	1.0	0.9999979154486931	317	333	343	1.0
tr|A7EJG3|A7EJG3_SCLS1	HOG:E0793066.5gn.189b	Pezizomycotina	3501.6899118258157	551	1.0	0.9999845805896562	251	557	535	1.0
tr|A7EJG4|A7EJG4_SCLS1	HOG:E0442542	Leotiomycetes	3042.8595706815213	355	1.0	0.9999949782688818	355	361	358	1.0
tr|A7EJG5|A7EJG5_SCLS1	HOG:E0801580.10a	saccharomyceta	217.38003587920167	46	0.07710838860708029	N/A	N/A	601	259	0.795
sp|A7EJG6|ATG5_SCLS1	HOG:E0805019.5e.13a	saccharomyceta	1714.718699560701	261	1.0	0.9999564313103544	261	267	314	1.0
tr|A7EJG7|A7EJG7_SCLS1	HOG:E0467936	leotiomyceta	4257.399718172849	506	1.0	0.9999897653232828	506	512	473	1.0
tr|A7EJG8|A7EJG8_SCLS1	HOG:E0476421	Pezizomycotina	2540.0428741757805	364	1.0	0.9999594374527654	364	370	345	1.0
tr|A7EJG9|A7EJG9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	80	N/A	N/A
tr|A7EJH0|A7EJH0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	338	N/A	N/A
tr|A7EJH1|A7EJH1_SCLS1	HOG:E0442749.2c.2b	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	1733.7244516556489	189	1.0	0.999999974922691	8	195	194	1.0
tr|A7EJH2|A7EJH2_SCLS1	HOG:E0479486.3b	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	11344.1712058244	1312	1.0	0.9999998307281646	54	1339	1338	1.0
tr|A7EJH3|A7EJH3_SCLS1	HOG:E0477354.1a.1c	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	1913.7977775375573	199	1.0	0.9999999059600915	30	205	204	1.0
tr|A7EJH4|A7EJH4_SCLS1	HOG:E0475139	Pezizomycotina	4959.3094130076115	899	1.0	0.9998378657936152	899	907	848	1.0
tr|A7EJH5|A7EJH5_SCLS1	HOG:E0832170.1b	Pezizomycotina	1872.5605971607324	269	1.0	0.9999673179971044	267	275	271	1.0
tr|A7EJH6|A7EJH6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82	N/A	N/A
tr|A7EJH7|A7EJH7_SCLS1	HOG:E0465951	leotiomyceta	2185.875314392565	350	1.0	0.9999664904459088	350	356	252	1.0
tr|A7EJH8|A7EJH8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	80	N/A	N/A
tr|A7EJH9|A7EJH9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	66	N/A	N/A
tr|A7EJI0|A7EJI0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	50	N/A	N/A
tr|A7EJI1|A7EJI1_SCLS1	HOG:E0474555	Pezizomycotina	3713.938839340924	616	1.0	0.9999119441642682	616	626	626	1.0
tr|A7EJI2|A7EJI2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	75	N/A	N/A
tr|A7EJI3|A7EJI3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	46	N/A	N/A
tr|A7EJI4|A7EJI4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82	N/A	N/A
tr|A7EJI5|A7EJI5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	78	N/A	N/A
tr|A7EJI6|A7EJI6_SCLS1	HOG:E0807894.2q	saccharomyceta	2988.1076581032626	476	1.0	0.9999428488128915	476	482	477	1.0
tr|A7EJI7|A7EJI7_SCLS1	HOG:E0441824	Sclerotiniaceae	2434.4976862439808	221	1.0	0.9999987931545066	221	227	199	1.0
tr|A7EJI8|A7EJI8_SCLS1	HOG:E0441823	Sclerotiniaceae	3724.2434049105104	355	1.0	0.9999979279873475	355	361	366	1.0
tr|A7EJI9|A7EJI9_SCLS1	HOG:E0477616	saccharomyceta	190.1095543468273	67	0.07008922133716931	N/A	N/A	944	1376	0.7529162248144221
tr|A7EJJ0|A7EJJ0_SCLS1	HOG:E0441129	Sclerotiniaceae	4074.089816626705	397	1.0	0.9999980032192746	397	403	339	1.0
tr|A7EJJ1|A7EJJ1_SCLS1	HOG:E0469394.2d	sordariomyceta	7504.907517260616	1309	0.8286881085179905	0.8048735536728577	1122	1585	1660	0.9930555555555556
tr|A7EJJ2|A7EJJ2_SCLS1	HOG:E0801468.10htv	saccharomyceta	2179.154170899505	254	1.0	0.9999927056377577	254	583	615	1.0
tr|A7EJJ3|A7EJJ3_SCLS1	HOG:E0476099	Pezizomycotina	317.2924286945098	85	0.15741047744789927	0.12871366064610523	69	544	1304	0.7753222836095764
tr|A7EJJ4|A7EJJ4_SCLS1	HOG:E0479662.3c	sordariomyceta	2717.710345425474	395	1.0	0.9999989592916784	332	401	400	1.0
tr|A7EJJ5|A7EJJ5_SCLS1	HOG:E0442458.1a	Sclerotiniaceae	174.50750208215334	28	0.5955588676635212	0.59574237373864	28	53	719	0.6346153846153846
tr|A7EJJ6|A7EJJ6_SCLS1	HOG:E0442878	Leotiomycetes	1315.0515833207432	131	1.0	0.9999981066631738	131	137	136	1.0
tr|A7EJJ7|A7EJJ7_SCLS1	HOG:E0472851.1a	sordariomyceta	3698.40572598074	449	1.0	0.9999978652940752	411	455	401	1.0
tr|A7EJJ8|A7EJJ8_SCLS1	HOG:E0467432	leotiomyceta	3962.472082468693	510	1.0	0.9999843925098392	510	516	494	1.0
tr|A7EJJ9|A7EJJ9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	68	N/A	N/A
tr|A7EJK0|A7EJK0_SCLS1	HOG:E0472839	leotiomyceta	4734.92291034001	572	1.0	0.999987276400369	572	578	573	1.0
tr|A7EJK1|A7EJK1_SCLS1	HOG:E0475326.1a.1a	Leotiomycetes	6687.583764684793	1148	1.0	0.9999839599262597	976	1161	1403	1.0
tr|A7EJK2|A7EJK2_SCLS1	HOG:E0467164.3d	sordariomyceta	2448.5882681037588	349	1.0	0.9999930347774378	279	355	349	1.0
tr|A7EJK3|A7EJK3_SCLS1	HOG:E0464693.1b	Leotiomycetes	1921.1447799505675	195	1.0	0.9999979373913385	195	201	186	1.0
tr|A7EJK4|A7EJK4_SCLS1	HOG:E0477993	saccharomyceta	241.67833061292606	61	0.45663740287132015	0.4585545671441705	61	139	643	1.0
tr|A7EJK5|A7EJK5_SCLS1	HOG:E0477993	saccharomyceta	281.64513397401726	62	0.6801359070321553	0.6812266319214985	62	97	643	0.8854166666666666
tr|A7EJK6|A7EJK6_SCLS1	HOG:E0477993	saccharomyceta	293.8838184616056	72	0.4912695318740043	0.493058635534324	72	152	643	0.8940397350993378
tr|A7EJK7|A7EJK7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	69	N/A	N/A
tr|A7EJK8|A7EJK8_SCLS1	HOG:E1027408.4a.13b	sordariomyceta	1066.1324767767687	123	1.0	0.9999979969499473	34	129	110	1.0
tr|A7EJK9|A7EJK9_SCLS1	HOG:E1027243.1b.6m.25a	Pezizomycotina	1844.4323480274334	216	1.0	0.9999935175156351	115	222	221	1.0
tr|A7EJL0|A7EJL0_SCLS1	HOG:E0474550	Pezizomycotina	3963.0829805310227	710	1.0	0.9998922647460659	710	716	595	1.0
tr|A7EJL1|A7EJL1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	59	N/A	N/A
tr|A7EJL2|A7EJL2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51	N/A	N/A
tr|A7EJL3|A7EJL3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	310	N/A	N/A
tr|A7EJL4|A7EJL4_SCLS1	HOG:E0480921.3a	leotiomyceta	6078.156483262139	857	1.0	0.9999937526154066	824	863	842	1.0
tr|A7EJL5|A7EJL5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	136	N/A	N/A
tr|A7EJL6|A7EJL6_SCLS1	HOG:E0483121.1b.4a.3b	Leotiomycetes	1741.5216641276954	248	1.0	0.9999976866182488	213	254	248	1.0
tr|A7EJL7|A7EJL7_SCLS1	HOG:E0464237	sordariomyceta	4252.836559481325	703	1.0	0.9999457107607761	703	713	700	1.0
tr|A7EJL8|A7EJL8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	70	N/A	N/A
sp|A7EJL9|LKHA4_SCLS1	HOG:E0802560.6b.26b.25a	sordariomyceta	3677.5103083634103	603	1.0	0.9999936240941982	275	609	619	1.0
tr|A7EJM0|A7EJM0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	71	N/A	N/A
tr|A7EJM1|A7EJM1_SCLS1	HOG:E0807652.5l.27b	saccharomyceta	38.09573293812315	14	0.05736010349518314	N/A	N/A	247	253	0.7682926829268293
tr|A7EJM2|A7EJM2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	44	N/A	N/A
tr|A7EJM3|A7EJM3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30	N/A	N/A
tr|A7EJM4|A7EJM4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	47	N/A	N/A
tr|A7EJM5|A7EJM5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	43	N/A	N/A
tr|A7EJM6|A7EJM6_SCLS1	HOG:E1027386.1b.6a.19b	leotiomyceta	3602.020977543525	455	1.0	0.9999895302235113	52	461	460	1.0
tr|A7EJM7|A7EJM7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	155	N/A	N/A
tr|A7EJM8|A7EJM8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57	N/A	N/A
tr|A7EJM9|A7EJM9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	96	N/A	N/A
tr|A7EJN0|A7EJN0_SCLS1	HOG:E0482069	saccharomyceta	6166.289618262147	1258	1.0	0.999774956229438	1258	1264	1251	1.0
tr|A7EJN1|A7EJN1_SCLS1	HOG:E1033216	saccharomyceta	2261.1869719550905	370	1.0	0.9999174768455564	370	376	366	1.0
tr|A7EJN2|A7EJN2_SCLS1	HOG:E0468517.2b	Leotiomycetes	519.1637723800674	101	0.22862614539125306	0.19047407771291103	80	447	702	0.9349775784753364
tr|A7EJN3|A7EJN3_SCLS1	HOG:E0468340.3c	sordariomyceta	347.7132768465718	53	0.23546447902190404	0.15094299812413542	32	231	179	0.45652173913043476
tr|A7EJN4|A7EJN4_SCLS1	HOG:E0442752	Leotiomycetes	7405.548400145461	867	1.0	0.9999903358320614	867	1019	1012	1.0
